metric,variant,value,unit,grade
Round swing,single,+0.98,%,Okay
DPR,traditional,0.68,,Okay
DPR,ecoAdjusted,0.72,,Okay
KAST,traditional,72.9,%,Okay
KAST,ecoAdjusted,70.5,%,Okay
Multi-kill,traditional,19.4,%,Good
MK rating,ecoAdjusted,1.25,,Good
ADR,traditional,85.3,,Good
ADR,ecoAdjusted,84.5,,Good
KPR,traditional,0.78,,Good
KPR,ecoAdjusted,0.79,,Good
