order,name,url
1,ZywOo,https://www.hltv.org/stats/players/11893/zywoo?startDate=2023-01-01&endDate=2023-12-31
2,donk,https://www.hltv.org/stats/players/21167/donk?startDate=2023-01-01&endDate=2023-12-31
3,XANTARES,https://www.hltv.org/stats/players/7938/xantares?startDate=2023-01-01&endDate=2023-12-31
4,dea,https://www.hltv.org/stats/players/20692/dea?startDate=2023-01-01&endDate=2023-12-31
5,sh1ro,https://www.hltv.org/stats/players/16920/sh1ro?startDate=2023-01-01&endDate=2023-12-31
6,smooya,https://www.hltv.org/stats/players/11271/smooya?startDate=2023-01-01&endDate=2023-12-31
7,blameF,https://www.hltv.org/stats/players/15165/blamef?startDate=2023-01-01&endDate=2023-12-31
8,w0nderful,https://www.hltv.org/stats/players/20127/w0nderful?startDate=2023-01-01&endDate=2023-12-31
9,MATYS,https://www.hltv.org/stats/players/21062/matys?startDate=2023-01-01&endDate=2023-12-31
10,deko,https://www.hltv.org/stats/players/20113/deko?startDate=2023-01-01&endDate=2023-12-31
11,device,https://www.hltv.org/stats/players/7592/device?startDate=2023-01-01&endDate=2023-12-31
12,nettik,https://www.hltv.org/stats/players/18214/nettik?startDate=2023-01-01&endDate=2023-12-31
13,nilo,https://www.hltv.org/stats/players/20119/nilo?startDate=2023-01-01&endDate=2023-12-31
14,HEN1,https://www.hltv.org/stats/players/8565/hen1?startDate=2023-01-01&endDate=2023-12-31
15,junior,https://www.hltv.org/stats/players/14494/junior?startDate=2023-01-01&endDate=2023-12-31
16,Kvem,https://www.hltv.org/stats/players/21452/kvem?startDate=2023-01-01&endDate=2023-12-31
17,slaxz-,https://www.hltv.org/stats/players/15370/slaxz?startDate=2023-01-01&endDate=2023-12-31
18,NiKo,https://www.hltv.org/stats/players/3741/niko?startDate=2023-01-01&endDate=2023-12-31
19,ADDICT,https://www.hltv.org/stats/players/20086/addict?startDate=2023-01-01&endDate=2023-12-31
20,frozen,https://www.hltv.org/stats/players/9960/frozen?startDate=2023-01-01&endDate=2023-12-31
21,supLexN1,https://www.hltv.org/stats/players/18963/suplexn1?startDate=2023-01-01&endDate=2023-12-31
