order,name,url
1,s1mple,https://www.hltv.org/stats/players/7998/s1mple?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
2,device,https://www.hltv.org/stats/players/7592/device?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
3,NiKo,https://www.hltv.org/stats/players/3741/niko?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
4,electroNic,https://www.hltv.org/stats/players/8918/electronic?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
5,dupreeh,https://www.hltv.org/stats/players/7398/dupreeh?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
6,NAF,https://www.hltv.org/stats/players/8520/naf?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
7,Magisk,https://www.hltv.org/stats/players/9032/magisk?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
8,gla1ve,https://www.hltv.org/stats/players/7412/gla1ve?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
9,KRIMZ,https://www.hltv.org/stats/players/7528/krimz?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
10,coldzera,https://www.hltv.org/stats/players/9216/coldzera?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
11,GuardiaN,https://www.hltv.org/stats/players/2757/guardian?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
12,Twistzz,https://www.hltv.org/stats/players/10394/twistzz?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
13,Xyp9x,https://www.hltv.org/stats/players/4954/xyp9x?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
14,oskar,https://www.hltv.org/stats/players/798/oskar?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
15,EliGE,https://www.hltv.org/stats/players/8738/elige?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
16,suNny,https://www.hltv.org/stats/players/5479/sunny?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
17,autimatic,https://www.hltv.org/stats/players/8735/autimatic?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
18,rain,https://www.hltv.org/stats/players/8183/rain?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
19,ropz,https://www.hltv.org/stats/players/11816/ropz?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
20,valde,https://www.hltv.org/stats/players/9031/valde?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
