order,name,url
1,s1mple,https://www.hltv.org/stats/players/7998/s1mple?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
2,device,https://www.hltv.org/stats/players/7592/device?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
3,XANTARES,https://www.hltv.org/stats/players/7938/xantares?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
4,NiKo,https://www.hltv.org/stats/players/3741/niko?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
5,woxic,https://www.hltv.org/stats/players/8574/woxic?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
6,Ethan,https://www.hltv.org/stats/players/10671/ethan?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
7,electroNic,https://www.hltv.org/stats/players/8918/electronic?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
8,dupreeh,https://www.hltv.org/stats/players/7398/dupreeh?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
9,Magisk,https://www.hltv.org/stats/players/9032/magisk?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
10,NAF,https://www.hltv.org/stats/players/8520/naf?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
11,coldzera,https://www.hltv.org/stats/players/9216/coldzera?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
12,valde,https://www.hltv.org/stats/players/9031/valde?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
13,autimatic,https://www.hltv.org/stats/players/8735/autimatic?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
14,oskar,https://www.hltv.org/stats/players/798/oskar?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
15,gla1ve,https://www.hltv.org/stats/players/7412/gla1ve?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
16,Twistzz,https://www.hltv.org/stats/players/10394/twistzz?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
17,Xyp9x,https://www.hltv.org/stats/players/4954/xyp9x?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
18,Brehze,https://www.hltv.org/stats/players/9136/brehze?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
19,suNny,https://www.hltv.org/stats/players/5479/sunny?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
20,CeRq,https://www.hltv.org/stats/players/11219/cerq?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
21,ISSAA,https://www.hltv.org/stats/players/10449/issaa?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
22,Kjaerbye,https://www.hltv.org/stats/players/8394/kjaerbye?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
23,EliGE,https://www.hltv.org/stats/players/8738/elige?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
24,GuardiaN,https://www.hltv.org/stats/players/2757/guardian?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
25,KRIMZ,https://www.hltv.org/stats/players/7528/krimz?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
26,kennyS,https://www.hltv.org/stats/players/7167/kennys?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
27,Calyx,https://www.hltv.org/stats/players/8575/calyx?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
28,ropz,https://www.hltv.org/stats/players/11816/ropz?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
29,es3tag,https://www.hltv.org/stats/players/8611/es3tag?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
30,JUGi,https://www.hltv.org/stats/players/8783/jugi?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
31,FalleN,https://www.hltv.org/stats/players/2023/fallen?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
32,rain,https://www.hltv.org/stats/players/8183/rain?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
33,twist,https://www.hltv.org/stats/players/7443/twist?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
34,mertz,https://www.hltv.org/stats/players/9895/mertz?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
35,flamie,https://www.hltv.org/stats/players/7594/flamie?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
36,Brollan,https://www.hltv.org/stats/players/13666/brollan?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
37,REZ,https://www.hltv.org/stats/players/9278/rez?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
38,f0rest,https://www.hltv.org/stats/players/29/f0rest?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
39,shox,https://www.hltv.org/stats/players/1225/shox?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
40,fer,https://www.hltv.org/stats/players/8564/fer?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
41,paz,https://www.hltv.org/stats/players/9353/paz?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
42,mou,https://www.hltv.org/stats/players/964/mou?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
43,tarik,https://www.hltv.org/stats/players/8523/tarik?startDate=2018-01-01&endDate=2018-12-31&rankingFilter=Top20
