order,name,url
1,ZywOo,https://www.hltv.org/stats/players/11893/zywoo?startDate=2025-01-01&endDate=2025-12-31
2,donk,https://www.hltv.org/stats/players/21167/donk?startDate=2025-01-01&endDate=2025-12-31
3,ropz,https://www.hltv.org/stats/players/11816/ropz?startDate=2025-01-01&endDate=2025-12-31
4,m0NESY,https://www.hltv.org/stats/players/19230/m0nesy?startDate=2025-01-01&endDate=2025-12-31
5,sh1ro,https://www.hltv.org/stats/players/16920/sh1ro?startDate=2025-01-01&endDate=2025-12-31
6,molodoy,https://www.hltv.org/stats/players/24144/molodoy?startDate=2025-01-01&endDate=2025-12-31
7,flameZ,https://www.hltv.org/stats/players/16693/flamez?startDate=2025-01-01&endDate=2025-12-31
8,frozen,https://www.hltv.org/stats/players/9960/frozen?startDate=2025-01-01&endDate=2025-12-31
9,KSCERATO,https://www.hltv.org/stats/players/15631/kscerato?startDate=2025-01-01&endDate=2025-12-31
10,Spinx,https://www.hltv.org/stats/players/18221/spinx?startDate=2025-01-01&endDate=2025-12-31
11,Twistzz,https://www.hltv.org/stats/players/10394/twistzz?startDate=2025-01-01&endDate=2025-12-31
12,mezii,https://www.hltv.org/stats/players/18462/mezii?startDate=2025-01-01&endDate=2025-12-31
13,Senzu,https://www.hltv.org/stats/players/20903/senzu?startDate=2025-01-01&endDate=2025-12-31
14,XANTARES,https://www.hltv.org/stats/players/7938/xantares?startDate=2025-01-01&endDate=2025-12-31
15,YEKINDAR,https://www.hltv.org/stats/players/13915/yekindar?startDate=2025-01-01&endDate=2025-12-31
16,xertioN,https://www.hltv.org/stats/players/20312/xertion?startDate=2025-01-01&endDate=2025-12-31
17,torzsi,https://www.hltv.org/stats/players/18072/torzsi?startDate=2025-01-01&endDate=2025-12-31
18,NiKo,https://www.hltv.org/stats/players/3741/niko?startDate=2025-01-01&endDate=2025-12-31
19,iM,https://www.hltv.org/stats/players/14759/im?startDate=2025-01-01&endDate=2025-12-31
20,b1t,https://www.hltv.org/stats/players/18987/b1t?startDate=2025-01-01&endDate=2025-12-31
