order,name,url
1,donk,https://www.hltv.org/stats/players/21167/donk?startDate=2025-01-01&endDate=2025-12-31
2,ZywOo,https://www.hltv.org/stats/players/11893/zywoo?startDate=2025-01-01&endDate=2025-12-31
3,vsm,https://www.hltv.org/stats/players/16816/vsm?startDate=2025-01-01&endDate=2025-12-31
4,try,https://www.hltv.org/stats/players/19869/try?startDate=2025-01-01&endDate=2025-12-31
5,kyousuke,https://www.hltv.org/stats/players/24177/kyousuke?startDate=2025-01-01&endDate=2025-12-31
6,ADDICT,https://www.hltv.org/stats/players/20086/addict?startDate=2025-01-01&endDate=2025-12-31
7,slaxz-,https://www.hltv.org/stats/players/15370/slaxz?startDate=2025-01-01&endDate=2025-12-31
8,junior,https://www.hltv.org/stats/players/14494/junior?startDate=2025-01-01&endDate=2025-12-31
9,Pose1doNN,https://www.hltv.org/stats/players/20787/pose1donn?startDate=2025-01-01&endDate=2025-12-31
10,kashl1d,https://www.hltv.org/stats/players/23686/kashl1d?startDate=2025-01-01&endDate=2025-12-31
11,shadiy,https://www.hltv.org/stats/players/20003/shadiy?startDate=2025-01-01&endDate=2025-12-31
12,Lake,https://www.hltv.org/stats/players/22921/lake?startDate=2025-01-01&endDate=2025-12-31
13,blameF,https://www.hltv.org/stats/players/15165/blamef?startDate=2025-01-01&endDate=2025-12-31
14,MaSvAl,https://www.hltv.org/stats/players/19874/masval?startDate=2025-01-01&endDate=2025-12-31
15,detr0ittJ,https://www.hltv.org/stats/players/18610/detr0ittj?startDate=2025-01-01&endDate=2025-12-31
16,asap,https://www.hltv.org/stats/players/18545/asap?startDate=2025-01-01&endDate=2025-12-31
17,Twistzz,https://www.hltv.org/stats/players/10394/twistzz?startDate=2025-01-01&endDate=2025-12-31
18,dea,https://www.hltv.org/stats/players/20692/dea?startDate=2025-01-01&endDate=2025-12-31
19,KSCERATO,https://www.hltv.org/stats/players/15631/kscerato?startDate=2025-01-01&endDate=2025-12-31
20,sh1ro,https://www.hltv.org/stats/players/16920/sh1ro?startDate=2025-01-01&endDate=2025-12-31
21,Luken,https://www.hltv.org/stats/players/15914/luken?startDate=2025-01-01&endDate=2025-12-31
22,frozen,https://www.hltv.org/stats/players/9960/frozen?startDate=2025-01-01&endDate=2025-12-31
23,piriajr,https://www.hltv.org/stats/players/18714/piriajr?startDate=2025-01-01&endDate=2025-12-31
24,tomaszin,https://www.hltv.org/stats/players/22570/tomaszin?startDate=2025-01-01&endDate=2025-12-31
25,Tiger,https://www.hltv.org/stats/players/20808/tiger?startDate=2025-01-01&endDate=2025-12-31
26,m0NESY,https://www.hltv.org/stats/players/19230/m0nesy?startDate=2025-01-01&endDate=2025-12-31
27,HexT,https://www.hltv.org/stats/players/18838/hext?startDate=2025-01-01&endDate=2025-12-31
28,cairne,https://www.hltv.org/stats/players/24283/cairne?startDate=2025-01-01&endDate=2025-12-31
29,latto,https://www.hltv.org/stats/players/19045/latto?startDate=2025-01-01&endDate=2025-12-31
30,MarKE,https://www.hltv.org/stats/players/10892/marke?startDate=2025-01-01&endDate=2025-12-31
31,smooya,https://www.hltv.org/stats/players/11271/smooya?startDate=2025-01-01&endDate=2025-12-31
32,oSee,https://www.hltv.org/stats/players/13249/osee?startDate=2025-01-01&endDate=2025-12-31
33,reiko,https://www.hltv.org/stats/players/15203/reiko?startDate=2025-01-01&endDate=2025-12-31
34,diozera,https://www.hltv.org/stats/players/22777/diozera?startDate=2025-01-01&endDate=2025-12-31
35,flayy,https://www.hltv.org/stats/players/21715/flayy?startDate=2025-01-01&endDate=2025-12-31
36,XANTARES,https://www.hltv.org/stats/players/7938/xantares?startDate=2025-01-01&endDate=2025-12-31
37,Jorko,https://www.hltv.org/stats/players/24203/jorko?startDate=2025-01-01&endDate=2025-12-31
38,molodoy,https://www.hltv.org/stats/players/24144/molodoy?startDate=2025-01-01&endDate=2025-12-31
39,z4KR,https://www.hltv.org/stats/players/18744/z4kr?startDate=2025-01-01&endDate=2025-12-31
40,nin9,https://www.hltv.org/stats/players/15072/nin9?startDate=2025-01-01&endDate=2025-12-31
41,koala,https://www.hltv.org/stats/players/21170/koala?startDate=2025-01-01&endDate=2025-12-31
42,fr3nd,https://www.hltv.org/stats/players/20018/fr3nd?startDate=2025-01-01&endDate=2025-12-31
43,Jame,https://www.hltv.org/stats/players/13776/jame?startDate=2025-01-01&endDate=2025-12-31
44,xKacpersky,https://www.hltv.org/stats/players/23372/xkacpersky?startDate=2025-01-01&endDate=2025-12-31
45,SpavaQu,https://www.hltv.org/stats/players/24179/spavaqu?startDate=2025-01-01&endDate=2025-12-31
46,maxxkor,https://www.hltv.org/stats/players/21221/maxxkor?startDate=2025-01-01&endDate=2025-12-31
47,ChildKing,https://www.hltv.org/stats/players/19681/childking?startDate=2025-01-01&endDate=2025-12-31
48,tN1R,https://www.hltv.org/stats/players/19808/tn1r?startDate=2025-01-01&endDate=2025-12-31
49,viz,https://www.hltv.org/stats/players/18761/viz?startDate=2025-01-01&endDate=2025-12-31
50,thamlike,https://www.hltv.org/stats/players/11013/thamlike?startDate=2025-01-01&endDate=2025-12-31
51,lauNX,https://www.hltv.org/stats/players/20761/launx?startDate=2025-01-01&endDate=2025-12-31
52,MartinezSa,https://www.hltv.org/stats/players/21239/martinezsa?startDate=2025-01-01&endDate=2025-12-31
53,olimp,https://www.hltv.org/stats/players/21263/olimp?startDate=2025-01-01&endDate=2025-12-31
54,forsyy,https://www.hltv.org/stats/players/19069/forsyy?startDate=2025-01-01&endDate=2025-12-31
55,nardes,https://www.hltv.org/stats/players/24772/nardes?startDate=2025-01-01&endDate=2025-12-31
56,JOTA,https://www.hltv.org/stats/players/17861/jota?startDate=2025-01-01&endDate=2025-12-31
57,ropz,https://www.hltv.org/stats/players/11816/ropz?startDate=2025-01-01&endDate=2025-12-31
58,Magnojez,https://www.hltv.org/stats/players/21667/magnojez?startDate=2025-01-01&endDate=2025-12-31
59,Lucky,https://www.hltv.org/stats/players/13843/lucky?startDate=2025-01-01&endDate=2025-12-31
60,SunPayus,https://www.hltv.org/stats/players/19164/sunpayus?startDate=2025-01-01&endDate=2025-12-31
61,Fruitcupx,https://www.hltv.org/stats/players/19079/fruitcupx?startDate=2025-01-01&endDate=2025-12-31
62,gr1ks,https://www.hltv.org/stats/players/22884/gr1ks?startDate=2025-01-01&endDate=2025-12-31
63,NiKo,https://www.hltv.org/stats/players/3741/niko?startDate=2025-01-01&endDate=2025-12-31
64,ryu,https://www.hltv.org/stats/players/21217/ryu?startDate=2025-01-01&endDate=2025-12-31
65,kisserek,https://www.hltv.org/stats/players/23295/kisserek?startDate=2025-01-01&endDate=2025-12-31
66,z1Nny,https://www.hltv.org/stats/players/22040/z1nny?startDate=2025-01-01&endDate=2025-12-31
67,flameZ,https://www.hltv.org/stats/players/16693/flamez?startDate=2025-01-01&endDate=2025-12-31
68,r1nkle,https://www.hltv.org/stats/players/20425/r1nkle?startDate=2025-01-01&endDate=2025-12-31
69,sk0R,https://www.hltv.org/stats/players/18638/sk0r?startDate=2025-01-01&endDate=2025-12-31
70,npl,https://www.hltv.org/stats/players/21708/npl?startDate=2025-01-01&endDate=2025-12-31
71,zevy,https://www.hltv.org/stats/players/19692/zevy?startDate=2025-01-01&endDate=2025-12-31
72,lan,https://www.hltv.org/stats/players/16768/lan?startDate=2025-01-01&endDate=2025-12-31
73,poiii,https://www.hltv.org/stats/players/23397/poiii?startDate=2025-01-01&endDate=2025-12-31
74,cobrazera,https://www.hltv.org/stats/players/23402/cobrazera?startDate=2025-01-01&endDate=2025-12-31
75,tomate,https://www.hltv.org/stats/players/23551/tomate?startDate=2025-01-01&endDate=2025-12-31
76,Grizz,https://www.hltv.org/stats/players/22069/grizz?startDate=2025-01-01&endDate=2025-12-31
77,stressarN,https://www.hltv.org/stats/players/23459/stressarn?startDate=2025-01-01&endDate=2025-12-31
78,swerzieN,https://www.hltv.org/stats/players/24788/swerzien?startDate=2025-01-01&endDate=2025-12-31
79,buda,https://www.hltv.org/stats/players/20607/buda?startDate=2025-01-01&endDate=2025-12-31
80,luchov,https://www.hltv.org/stats/players/20394/luchov?startDate=2025-01-01&endDate=2025-12-31
