metric,variant,value,unit,grade
Round swing,single,+1.19,%,Good
DPR,traditional,0.59,,Good
DPR,ecoAdjusted,0.63,,Good
KAST,traditional,76.2,%,Good
KAST,ecoAdjusted,72.7,%,Good
Multi-kill,traditional,18.6,%,Okay
MK rating,ecoAdjusted,1.11,,Okay
ADR,traditional,78.6,,Okay
ADR,ecoAdjusted,77.4,,Okay
KPR,traditional,0.74,,Good
KPR,ecoAdjusted,0.74,,Good
