order,name,url
1,olofmeister,https://www.hltv.org/stats/players/799/olofmeister?startDate=2015-01-01&endDate=2015-12-31
2,GuardiaN,https://www.hltv.org/stats/players/457/guardian?startDate=2015-01-01&endDate=2015-12-31
3,device,https://www.hltv.org/stats/players/569/device?startDate=2015-01-01&endDate=2015-12-31
4,Snax,https://www.hltv.org/stats/players/430/snax?startDate=2015-01-01&endDate=2015-12-31
5,flusha,https://www.hltv.org/stats/players/380/flusha?startDate=2015-01-01&endDate=2015-12-31
6,kennyS,https://www.hltv.org/stats/players/355/kennys?startDate=2015-01-01&endDate=2015-12-31
7,KRIMZ,https://www.hltv.org/stats/players/400/krimz?startDate=2015-01-01&endDate=2015-12-31
8,Happy,https://www.hltv.org/stats/players/385/happy?startDate=2015-01-01&endDate=2015-12-31
9,NBK-,https://www.hltv.org/stats/players/402/nbk?startDate=2015-01-01&endDate=2015-12-31
10,JW,https://www.hltv.org/stats/players/381/jw?startDate=2015-01-01&endDate=2015-12-31
11,GeT_RiGhT,https://www.hltv.org/stats/players/111/get-right?startDate=2015-01-01&endDate=2015-12-31
12,dupreeh,https://www.hltv.org/stats/players/568/dupreeh?startDate=2015-01-01&endDate=2015-12-31
13,shox,https://www.hltv.org/stats/players/354/shox?startDate=2015-01-01&endDate=2015-12-31
14,flamie,https://www.hltv.org/stats/players/780/flamie?startDate=2015-01-01&endDate=2015-12-31
15,cajunb,https://www.hltv.org/stats/players/480/cajunb?startDate=2015-01-01&endDate=2015-12-31
16,f0rest,https://www.hltv.org/stats/players/110/f0rest?startDate=2015-01-01&endDate=2015-12-31
17,NEO,https://www.hltv.org/stats/players/139/neo?startDate=2015-01-01&endDate=2015-12-31
18,apEX,https://www.hltv.org/stats/players/404/apex?startDate=2015-01-01&endDate=2015-12-31
19,allu,https://www.hltv.org/stats/players/429/allu?startDate=2015-01-01&endDate=2015-12-31
20,Skadoodle,https://www.hltv.org/stats/players/547/skadoodle?startDate=2015-01-01&endDate=2015-12-31
