metric,variant,value,unit,grade
Round swing,single,+0.69,%,Okay
DPR,traditional,0.64,,Okay
DPR,ecoAdjusted,0.67,,Okay
KAST,traditional,74.3,%,Okay
KAST,ecoAdjusted,70.8,%,Okay
Multi-kill,traditional,17.5,%,Good
MK rating,ecoAdjusted,1.14,,Good
ADR,traditional,78.3,,Okay
ADR,ecoAdjusted,77.1,,Okay
KPR,traditional,0.72,,Okay
KPR,ecoAdjusted,0.72,,Okay
