order,name,url
1,s1mple,https://www.hltv.org/stats/players/7998/s1mple?startDate=2021-01-01&endDate=2021-12-31
2,ZywOo,https://www.hltv.org/stats/players/11893/zywoo?startDate=2021-01-01&endDate=2021-12-31
3,NiKo,https://www.hltv.org/stats/players/3741/niko?startDate=2021-01-01&endDate=2021-12-31
4,sh1ro,https://www.hltv.org/stats/players/16920/sh1ro?startDate=2021-01-01&endDate=2021-12-31
5,Ax1Le,https://www.hltv.org/stats/players/16555/ax1le?startDate=2021-01-01&endDate=2021-12-31
6,HObbit,https://www.hltv.org/stats/players/8528/hobbit?startDate=2021-01-01&endDate=2021-12-31
7,electroNic,https://www.hltv.org/stats/players/8918/electronic?startDate=2021-01-01&endDate=2021-12-31
8,YEKINDAR,https://www.hltv.org/stats/players/13915/yekindar?startDate=2021-01-01&endDate=2021-12-31
9,b1t,https://www.hltv.org/stats/players/18987/b1t?startDate=2021-01-01&endDate=2021-12-31
10,Jame,https://www.hltv.org/stats/players/13776/jame?startDate=2021-01-01&endDate=2021-12-31
11,device,https://www.hltv.org/stats/players/7592/device?startDate=2021-01-01&endDate=2021-12-31
12,huNter-,https://www.hltv.org/stats/players/3972/hunter?startDate=2021-01-01&endDate=2021-12-31
13,blameF,https://www.hltv.org/stats/players/15165/blamef?startDate=2021-01-01&endDate=2021-12-31
14,NAF,https://www.hltv.org/stats/players/8520/naf?startDate=2021-01-01&endDate=2021-12-31
15,KSCERATO,https://www.hltv.org/stats/players/15631/kscerato?startDate=2021-01-01&endDate=2021-12-31
16,stavn,https://www.hltv.org/stats/players/10994/stavn?startDate=2021-01-01&endDate=2021-12-31
17,Twistzz,https://www.hltv.org/stats/players/10394/twistzz?startDate=2021-01-01&endDate=2021-12-31
18,ropz,https://www.hltv.org/stats/players/11816/ropz?startDate=2021-01-01&endDate=2021-12-31
19,EliGE,https://www.hltv.org/stats/players/8738/elige?startDate=2021-01-01&endDate=2021-12-31
20,broky,https://www.hltv.org/stats/players/18053/broky?startDate=2021-01-01&endDate=2021-12-31
