order,name,url
1,m0NESY,https://www.hltv.org/stats/players/19230/m0nesy?startDate=2021-01-01&endDate=2021-12-31
2,s1mple,https://www.hltv.org/stats/players/7998/s1mple?startDate=2021-01-01&endDate=2021-12-31
3,ZywOo,https://www.hltv.org/stats/players/11893/zywoo?startDate=2021-01-01&endDate=2021-12-31
4,oSee,https://www.hltv.org/stats/players/13249/osee?startDate=2021-01-01&endDate=2021-12-31
5,try,https://www.hltv.org/stats/players/19869/try?startDate=2021-01-01&endDate=2021-12-31
6,sterling,https://www.hltv.org/stats/players/12591/sterling?startDate=2021-01-01&endDate=2021-12-31
7,saffee,https://www.hltv.org/stats/players/18835/saffee?startDate=2021-01-01&endDate=2021-12-31
8,hazr,https://www.hltv.org/stats/players/14294/hazr?startDate=2021-01-01&endDate=2021-12-31
9,deko,https://www.hltv.org/stats/players/20113/deko?startDate=2021-01-01&endDate=2021-12-31
10,torzsi,https://www.hltv.org/stats/players/18072/torzsi?startDate=2021-01-01&endDate=2021-12-31
11,sh1ro,https://www.hltv.org/stats/players/16920/sh1ro?startDate=2021-01-01&endDate=2021-12-31
12,smooya,https://www.hltv.org/stats/players/11271/smooya?startDate=2021-01-01&endDate=2021-12-31
13,w0nderful,https://www.hltv.org/stats/players/20127/w0nderful?startDate=2021-01-01&endDate=2021-12-31
14,INS,https://www.hltv.org/stats/players/11140/ins?startDate=2021-01-01&endDate=2021-12-31
15,SENSEi,https://www.hltv.org/stats/players/18227/sensei?startDate=2021-01-01&endDate=2021-12-31
16,Vexite,https://www.hltv.org/stats/players/17384/vexite?startDate=2021-01-01&endDate=2021-12-31
17,El1an,https://www.hltv.org/stats/players/13281/el1an?startDate=2021-01-01&endDate=2021-12-31
18,chelleos,https://www.hltv.org/stats/players/12877/chelleos?startDate=2021-01-01&endDate=2021-12-31
19,ekul,https://www.hltv.org/stats/players/14505/ekul?startDate=2021-01-01&endDate=2021-12-31
20,NiKo,https://www.hltv.org/stats/players/3741/niko?startDate=2021-01-01&endDate=2021-12-31
21,DannyG,https://www.hltv.org/stats/players/17385/dannyg?startDate=2021-01-01&endDate=2021-12-31
22,Rickeh,https://www.hltv.org/stats/players/8745/rickeh?startDate=2021-01-01&endDate=2021-12-31
23,JOTA,https://www.hltv.org/stats/players/17861/jota?startDate=2021-01-01&endDate=2021-12-31
24,SunPayus,https://www.hltv.org/stats/players/19164/sunpayus?startDate=2021-01-01&endDate=2021-12-31
25,mir,https://www.hltv.org/stats/players/8789/mir?startDate=2021-01-01&endDate=2021-12-31
26,dgt,https://www.hltv.org/stats/players/14736/dgt?startDate=2021-01-01&endDate=2021-12-31
27,roeJ,https://www.hltv.org/stats/players/14419/roej?startDate=2021-01-01&endDate=2021-12-31
28,sk0R,https://www.hltv.org/stats/players/18638/sk0r?startDate=2021-01-01&endDate=2021-12-31
29,bLitz,https://www.hltv.org/stats/players/20194/blitz?startDate=2021-01-01&endDate=2021-12-31
30,Attacker,https://www.hltv.org/stats/players/8552/attacker?startDate=2021-01-01&endDate=2021-12-31
31,degster,https://www.hltv.org/stats/players/17306/degster?startDate=2021-01-01&endDate=2021-12-31
32,dav1deuS,https://www.hltv.org/stats/players/18865/dav1deus?startDate=2021-01-01&endDate=2021-12-31
33,max,https://www.hltv.org/stats/players/12092/max?startDate=2021-01-01&endDate=2021-12-31
34,XANTARES,https://www.hltv.org/stats/players/7938/xantares?startDate=2021-01-01&endDate=2021-12-31
35,ropz,https://www.hltv.org/stats/players/11816/ropz?startDate=2021-01-01&endDate=2021-12-31
36,HObbit,https://www.hltv.org/stats/players/8528/hobbit?startDate=2021-01-01&endDate=2021-12-31
37,faveN,https://www.hltv.org/stats/players/14932/faven?startDate=2021-01-01&endDate=2021-12-31
38,DANK1NG,https://www.hltv.org/stats/players/16207/dank1ng?startDate=2021-01-01&endDate=2021-12-31
39,NEOFRAG,https://www.hltv.org/stats/players/15821/neofrag?startDate=2021-01-01&endDate=2021-12-31
40,XotiC,https://www.hltv.org/stats/players/14109/xotic?startDate=2021-01-01&endDate=2021-12-31
41,mertz,https://www.hltv.org/stats/players/9895/mertz?startDate=2021-01-01&endDate=2021-12-31
42,Tuurtle,https://www.hltv.org/stats/players/14394/tuurtle?startDate=2021-01-01&endDate=2021-12-31
43,Jame,https://www.hltv.org/stats/players/13776/jame?startDate=2021-01-01&endDate=2021-12-31
44,KSCERATO,https://www.hltv.org/stats/players/15631/kscerato?startDate=2021-01-01&endDate=2021-12-31
45,Ax1Le,https://www.hltv.org/stats/players/16555/ax1le?startDate=2021-01-01&endDate=2021-12-31
46,oskar,https://www.hltv.org/stats/players/798/oskar?startDate=2021-01-01&endDate=2021-12-31
47,RCF,https://www.hltv.org/stats/players/11337/rcf?startDate=2021-01-01&endDate=2021-12-31
48,keiz,https://www.hltv.org/stats/players/17219/keiz?startDate=2021-01-01&endDate=2021-12-31
49,blameF,https://www.hltv.org/stats/players/15165/blamef?startDate=2021-01-01&endDate=2021-12-31
50,reiko,https://www.hltv.org/stats/players/15203/reiko?startDate=2021-01-01&endDate=2021-12-31
51,FL1T,https://www.hltv.org/stats/players/12732/fl1t?startDate=2021-01-01&endDate=2021-12-31
52,Valiance,https://www.hltv.org/stats/players/16323/valiance?startDate=2021-01-01&endDate=2021-12-31
53,Aunkere,https://www.hltv.org/stats/players/14175/aunkere?startDate=2021-01-01&endDate=2021-12-31
54,Woro2k,https://www.hltv.org/stats/players/16885/woro2k?startDate=2021-01-01&endDate=2021-12-31
55,h4rn,https://www.hltv.org/stats/players/20097/h4rn?startDate=2021-01-01&endDate=2021-12-31
56,mezii,https://www.hltv.org/stats/players/18462/mezii?startDate=2021-01-01&endDate=2021-12-31
57,cynic,https://www.hltv.org/stats/players/16546/cynic?startDate=2021-01-01&endDate=2021-12-31
58,forsyy,https://www.hltv.org/stats/players/19069/forsyy?startDate=2021-01-01&endDate=2021-12-31
59,frozen,https://www.hltv.org/stats/players/9960/frozen?startDate=2021-01-01&endDate=2021-12-31
60,ptr,https://www.hltv.org/stats/players/8707/ptr?startDate=2021-01-01&endDate=2021-12-31
61,felps,https://www.hltv.org/stats/players/9219/felps?startDate=2021-01-01&endDate=2021-12-31
62,PwnAlone,https://www.hltv.org/stats/players/15090/pwnalone?startDate=2021-01-01&endDate=2021-12-31
63,lollipop21k,https://www.hltv.org/stats/players/13980/lollipop21k?startDate=2021-01-01&endDate=2021-12-31
64,nython,https://www.hltv.org/stats/players/18743/nython?startDate=2021-01-01&endDate=2021-12-31
65,rigoN,https://www.hltv.org/stats/players/12708/rigon?startDate=2021-01-01&endDate=2021-12-31
66,Infinite,https://www.hltv.org/stats/players/14619/infinite?startDate=2021-01-01&endDate=2021-12-31
67,z4KR,https://www.hltv.org/stats/players/18744/z4kr?startDate=2021-01-01&endDate=2021-12-31
68,biguzera,https://www.hltv.org/stats/players/18141/biguzera?startDate=2021-01-01&endDate=2021-12-31
69,snatchie,https://www.hltv.org/stats/players/9574/snatchie?startDate=2021-01-01&endDate=2021-12-31
70,YEKINDAR,https://www.hltv.org/stats/players/13915/yekindar?startDate=2021-01-01&endDate=2021-12-31
71,Lucaozy,https://www.hltv.org/stats/players/18717/lucaozy?startDate=2021-01-01&endDate=2021-12-31
72,Bwills,https://www.hltv.org/stats/players/16647/bwills?startDate=2021-01-01&endDate=2021-12-31
73,chelo,https://www.hltv.org/stats/players/10566/chelo?startDate=2021-01-01&endDate=2021-12-31
74,zevy,https://www.hltv.org/stats/players/19692/zevy?startDate=2021-01-01&endDate=2021-12-31
75,dennyslaw,https://www.hltv.org/stats/players/13466/dennyslaw?startDate=2021-01-01&endDate=2021-12-31
76,EliGE,https://www.hltv.org/stats/players/8738/elige?startDate=2021-01-01&endDate=2021-12-31
77,Maka,https://www.hltv.org/stats/players/13138/maka?startDate=2021-01-01&endDate=2021-12-31
78,NAF,https://www.hltv.org/stats/players/8520/naf?startDate=2021-01-01&endDate=2021-12-31
79,device,https://www.hltv.org/stats/players/7592/device?startDate=2021-01-01&endDate=2021-12-31
80,n0rb3r7,https://www.hltv.org/stats/players/16612/n0rb3r7?startDate=2021-01-01&endDate=2021-12-31
81,SLOWLY,https://www.hltv.org/stats/players/15683/slowly?startDate=2021-01-01&endDate=2021-12-31
82,hAdji,https://www.hltv.org/stats/players/9656/hadji?startDate=2021-01-01&endDate=2021-12-31
83,Sobol,https://www.hltv.org/stats/players/15940/sobol?startDate=2021-01-01&endDate=2021-12-31
84,electroNic,https://www.hltv.org/stats/players/8918/electronic?startDate=2021-01-01&endDate=2021-12-31
85,guidimon,https://www.hltv.org/stats/players/17277/guidimon?startDate=2021-01-01&endDate=2021-12-31
86,HUGH,https://www.hltv.org/stats/players/12086/hugh?startDate=2021-01-01&endDate=2021-12-31
87,mantuu,https://www.hltv.org/stats/players/10981/mantuu?startDate=2021-01-01&endDate=2021-12-31
88,FpSSS,https://www.hltv.org/stats/players/20201/fpsss?startDate=2021-01-01&endDate=2021-12-31
89,c0llins,https://www.hltv.org/stats/players/13026/c0llins?startDate=2021-01-01&endDate=2021-12-31
90,REDSTAR,https://www.hltv.org/stats/players/15369/redstar?startDate=2021-01-01&endDate=2021-12-31
91,dumau,https://www.hltv.org/stats/players/15698/dumau?startDate=2021-01-01&endDate=2021-12-31
92,fleav,https://www.hltv.org/stats/players/12317/fleav?startDate=2021-01-01&endDate=2021-12-31
93,iM,https://www.hltv.org/stats/players/14759/im?startDate=2021-01-01&endDate=2021-12-31
94,floppy,https://www.hltv.org/stats/players/12713/floppy?startDate=2021-01-01&endDate=2021-12-31
95,yuurih,https://www.hltv.org/stats/players/12553/yuurih?startDate=2021-01-01&endDate=2021-12-31
96,BOROS,https://www.hltv.org/stats/players/19763/boros?startDate=2021-01-01&endDate=2021-12-31
97,Twistzz,https://www.hltv.org/stats/players/10394/twistzz?startDate=2021-01-01&endDate=2021-12-31
98,xertioN,https://www.hltv.org/stats/players/20312/xertion?startDate=2021-01-01&endDate=2021-12-31
99,iDISBALANCE,https://www.hltv.org/stats/players/14273/idisbalance?startDate=2021-01-01&endDate=2021-12-31
100,Liki,https://www.hltv.org/stats/players/19190/liki?startDate=2021-01-01&endDate=2021-12-31
101,Jonji,https://www.hltv.org/stats/players/12113/jonji?startDate=2021-01-01&endDate=2021-12-31
102,zorte,https://www.hltv.org/stats/players/15662/zorte?startDate=2021-01-01&endDate=2021-12-31
103,JDC,https://www.hltv.org/stats/players/14929/jdc?startDate=2021-01-01&endDate=2021-12-31
104,Spinx,https://www.hltv.org/stats/players/18221/spinx?startDate=2021-01-01&endDate=2021-12-31
105,junior,https://www.hltv.org/stats/players/14494/junior?startDate=2021-01-01&endDate=2021-12-31
106,dream3r,https://www.hltv.org/stats/players/8412/dream3r?startDate=2021-01-01&endDate=2021-12-31
107,ap0c,https://www.hltv.org/stats/players/2007/ap0c?startDate=2021-01-01&endDate=2021-12-31
108,Aerial,https://www.hltv.org/stats/players/4076/aerial?startDate=2021-01-01&endDate=2021-12-31
109,Goofy,https://www.hltv.org/stats/players/15428/goofy?startDate=2021-01-01&endDate=2021-12-31
110,hades,https://www.hltv.org/stats/players/16848/hades?startDate=2021-01-01&endDate=2021-12-31
111,Cooper,https://www.hltv.org/stats/players/15007/cooper?startDate=2021-01-01&endDate=2021-12-31
112,jkaem,https://www.hltv.org/stats/players/8248/jkaem?startDate=2021-01-01&endDate=2021-12-31
113,n1ssim,https://www.hltv.org/stats/players/19686/n1ssim?startDate=2021-01-01&endDate=2021-12-31
114,Krimbo,https://www.hltv.org/stats/players/19899/krimbo?startDate=2021-01-01&endDate=2021-12-31
115,anarkez,https://www.hltv.org/stats/players/11815/anarkez?startDate=2021-01-01&endDate=2021-12-31
116,xsepower,https://www.hltv.org/stats/players/12733/xsepower?startDate=2021-01-01&endDate=2021-12-31
117,XELLOW,https://www.hltv.org/stats/players/9626/xellow?startDate=2021-01-01&endDate=2021-12-31
118,Sonic,https://www.hltv.org/stats/players/8711/sonic?startDate=2021-01-01&endDate=2021-12-31
119,FaNg,https://www.hltv.org/stats/players/17372/fang?startDate=2021-01-01&endDate=2021-12-31
120,rallen,https://www.hltv.org/stats/players/5388/rallen?startDate=2021-01-01&endDate=2021-12-31
121,imoRR,https://www.hltv.org/stats/players/15835/imorr?startDate=2021-01-01&endDate=2021-12-31
122,xseveN,https://www.hltv.org/stats/players/7248/xseven?startDate=2021-01-01&endDate=2021-12-31
123,woxic,https://www.hltv.org/stats/players/8574/woxic?startDate=2021-01-01&endDate=2021-12-31
124,s4ltovsk1yy,https://www.hltv.org/stats/players/19614/s4ltovsk1yy?startDate=2021-01-01&endDate=2021-12-31
125,k0nfig,https://www.hltv.org/stats/players/9078/k0nfig?startDate=2021-01-01&endDate=2021-12-31
126,USTILO,https://www.hltv.org/stats/players/8771/ustilo?startDate=2021-01-01&endDate=2021-12-31
