order,name,url
1,s1mple,https://www.hltv.org/stats/players/7998/s1mple?startDate=2022-01-01&endDate=2022-12-31
2,ZywOo,https://www.hltv.org/stats/players/11893/zywoo?startDate=2022-01-01&endDate=2022-12-31
3,sh1ro,https://www.hltv.org/stats/players/16920/sh1ro?startDate=2022-01-01&endDate=2022-12-31
4,Ax1Le,https://www.hltv.org/stats/players/16555/ax1le?startDate=2022-01-01&endDate=2022-12-31
5,NiKo,https://www.hltv.org/stats/players/3741/niko?startDate=2022-01-01&endDate=2022-12-31
6,broky,https://www.hltv.org/stats/players/18053/broky?startDate=2022-01-01&endDate=2022-12-31
7,m0NESY,https://www.hltv.org/stats/players/19230/m0nesy?startDate=2022-01-01&endDate=2022-12-31
8,ropz,https://www.hltv.org/stats/players/11816/ropz?startDate=2022-01-01&endDate=2022-12-31
9,KSCERATO,https://www.hltv.org/stats/players/15631/kscerato?startDate=2022-01-01&endDate=2022-12-31
10,stavn,https://www.hltv.org/stats/players/10994/stavn?startDate=2022-01-01&endDate=2022-12-31
11,Twistzz,https://www.hltv.org/stats/players/10394/twistzz?startDate=2022-01-01&endDate=2022-12-31
12,blameF,https://www.hltv.org/stats/players/15165/blamef?startDate=2022-01-01&endDate=2022-12-31
13,rain,https://www.hltv.org/stats/players/8183/rain?startDate=2022-01-01&endDate=2022-12-31
14,huNter-,https://www.hltv.org/stats/players/3972/hunter?startDate=2022-01-01&endDate=2022-12-31
15,YEKINDAR,https://www.hltv.org/stats/players/13915/yekindar?startDate=2022-01-01&endDate=2022-12-31
16,b1t,https://www.hltv.org/stats/players/18987/b1t?startDate=2022-01-01&endDate=2022-12-31
17,frozen,https://www.hltv.org/stats/players/9960/frozen?startDate=2022-01-01&endDate=2022-12-31
18,Spinx,https://www.hltv.org/stats/players/18221/spinx?startDate=2022-01-01&endDate=2022-12-31
19,yuurih,https://www.hltv.org/stats/players/12553/yuurih?startDate=2022-01-01&endDate=2022-12-31
20,Jame,https://www.hltv.org/stats/players/13776/jame?startDate=2022-01-01&endDate=2022-12-31
